store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Joanne Mailloux,,"300, Boul St-Luc Suite 20",,St-Jean-Sur-Richelieu,QC,J2W 2A3,Canada,450 359-0506,45.356067,-73.298543,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Marie Normandeau,,"286, Rue Mayrand",,St-Jean-Sur-Richelieu,QC,J3B 3L6,Canada,450 347-1818,45.298921,-73.266466,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
Chantal Gagnon,,"2012, Rte 112",,St-Cesaire,QC,J0L 1T0,Canada,450 469-2099,45.414425,-73.010297,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 10 h-17 h",,,
Josee Marion,,"320, Boul Antonio-Barrette",,Notre-Dame-Des-Prairies,QC,J6E 1G2,Canada,450 752-0905,46.047194,-73.42467,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday Ferme",,,
Hugo Flamand et Alexandre Comtois,,"3090, Rue Henri L. Chevrette",,St-Felix-De-Valois,QC,J0K 2M0,Canada,450 889-5529,46.166411,-73.439984,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-20 h, Friday 9 h-20 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
"J. Houle, A. Lachapelle et M.-E. Laporte",,"25, Ch Du Golf Ouest",,St-Charles-Borromee,QC,J6E 0R7,Canada,450 759-6674,46.041794,-73.450883,"Monday 8 h 30-21 h, Tuesday 8 h 30-21 h, Wednesday 8 h 30-21 h, Thursday 8 h 30-21 h, Friday 8 h 30-21 h, Saturday 9 h-17 h, Sunday 9 h-16 h",,,
Hugo Flamand et Alexandre Comtois,,"157, Rue Beaudry Nord",,Joliette,QC,J6E 6A7,Canada,450 960-5529,46.020248,-73.451556,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-20 h, Friday 9 h-20 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
Nathalie Blais,,"77, 8e Rue",,Crabtree,QC,J0K 1B0,Canada,450 754-2822,45.965209,-73.472558,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-18 h, Thursday 9 h-20 h, Friday 9 h-18 h, Saturday 9 h-17 h, Sunday Ferme",,,
"Champoux, Gagnon, Brissette et Ouellet",,"110, Rue St-Gabriel",,St-Gabriel-De-Brandon,QC,J0K 2N0,Canada,450 835-4774,46.29152,-73.382868,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 10 h-17 h",,,
Melanie Boulanger,,"1180, Rue Notre-Dame",,Lavaltrie,QC,J5T 1W8,Canada,450 586-1241,45.881535,-73.28006,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h 30, Sunday 9 h-17 h 30",,,
Manon Bourget et Eloise Ferland,,"814, Boul L'Ange Gardien Nord, local 1",,L'assomption,QC,J5W 1P6,Canada,450 589-3151,45.838585,-73.413513,"Monday 8 h 30-21 h, Tuesday 8 h 30-21 h, Wednesday 8 h 30-21 h, Thursday 8 h 30-21 h, Friday 8 h 30-21 h, Saturday 8 h 30-19 h, Sunday 8 h 30-19 h",,,
Caroline Lacroix,,"890, Rue Notre-Dame Bureau 106",,St-Sulpice,QC,J5W 3W5,Canada,450 589-3776,45.824134,-73.363028,"Monday 9 h-20 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-20 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
Dominic Noiseux,,"260, Rue Dorval",,L'assomption,QC,J5W 2Z8,Canada,450 589-5659,45.830159,-73.42207,"Monday 9 h-19 h 30, Tuesday 9 h-19 h 30, Wednesday 9 h-19 h 30, Thursday 9 h-19 h 30, Friday 8 h-19 h 30, Saturday 9 h-16 h 30, Sunday 9 h-16 h 30",,,
Philippe Larochelle et Philippe Raymond,,"3240, 1re Av, Suite 101",,Rawdon,QC,J0K 1S0,Canada,450 834-8521,46.03734,-73.698867,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Jean-Francois Lafrance,,"1270, Rte 125",,Ste-Julienne,QC,J0K 2T0,Canada,450 831-3292,45.960334,-73.707,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Jean-Francois Lafrance,,"491, Rue Principale",,Ste-Emilie-De-L'energie,QC,J0K 2K0,Canada,450 886-9771,46.326483,-73.638934,"Monday 9 h 30-17 h 30, Tuesday 9 h 30-17 h 30, Wednesday 9 h 30-17 h 30, Thursday 9 h 30-19 h, Friday 9 h 30-19 h, Saturday 9 h 30-13 h, Sunday Ferme",,,
"I. Fleurent, J.-S. Poisson et C. Tourigny-Gauvin",,"832, Rue Principale",,Wickham,QC,J0C 1S0,Canada,819 741-0080,45.758468,-72.500158,"Monday 9 h-19 h, Tuesday 9 h-19 h, Wednesday 9 h-19 h, Thursday 9 h-20 h, Friday 9 h-19 h, Saturday 10 h-16 h, Sunday Ferme",,,
"Yvan Duval, Renee Descoteaux et Rejean Talbot",,"5, Rue Du Carrefour De La Sante",,Roxton Pond,QC,J0E 1Z0,Canada,450 776-1777,45.472912,-72.663995,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-18 h, Thursday 9 h-18 h, Friday 9 h-18 h, Saturday 9 h-15 h, Sunday 10 h-14 h",,,
Nathalie Roy,,"825A, Rue St-Joseph",,Valcourt,QC,J0E 2L0,Canada,450 532-6000,45.497183,-72.31521,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-18 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-16 h, Sunday Ferme",,,
Etienne Desjardins,,"110, Rue Robinson Sud",,Granby,QC,J2G 7L4,Canada,450 994-3322,45.404831,-72.743173,"Monday 8 h 30-21 h, Tuesday 8 h 30-21 h, Wednesday 8 h 30-21 h, Thursday 8 h 30-21 h, Friday 8 h 30-21 h, Saturday 9 h-20 h, Sunday 9 h-20 h",,,
Philippe Leng,,"260, Rue Principale N",,Richmond,QC,J0B 2H0,Canada,819 826-2221,45.66077,-72.142972,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-20 h, Friday 9 h-20 h, Saturday 9 h-16 h, Sunday 10 h-16 h",,,
Catherine Lamarre,,"2064, Boul Laurier Est",,St-Hyacinthe,QC,J2T 1K7,Canada,450 773-2131,45.633674,-72.925155,"Monday 9 h-19 h, Tuesday 9 h-19 h, Wednesday 9 h-19 h, Thursday 9 h-21 h, Friday 9 h-19 h, Saturday 9 h-17 h, Sunday Ferme",,,
Catherine Lamarre,,"15265, Av St-Louis",,St-Hyacinthe,QC,J2T 3E5,Canada,450 773-1414,45.626887,-72.936693,"Monday 9 h-19 h, Tuesday 9 h-19 h, Wednesday 9 h-19 h, Thursday 9 h-21 h, Friday 9 h-19 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Catherine Lamarre,,"16405, Av Bourdage Sud",,St-Hyacinthe,QC,J2T 4G9,Canada,450 773-7767,45.617082,-72.943617,"Monday 9 h 15-17 h 15, Tuesday 9 h 15-17 h 15, Wednesday 9 h 15-17 h 15, Thursday 9 h 15-17 h 15, Friday 9 h 25-13 h, Saturday Ferme, Sunday Ferme",,,
Catherine Lamarre,,"1430, Rue Des Cascades",,St-Hyacinthe,QC,J2S 3H5,Canada,450 773-9771,45.625063,-72.94529,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-18 h, Thursday 9 h-18 h, Friday 9 h-18 h, Saturday 9 h-16 h, Sunday Ferme",,,
