store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Santa Clara Plaza,172129,2722 Augustine Drive, Suite 140,Santa Clara,CA,95054,United States,4088558650,37.38095670000001,-121.9750072,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Del Mar Highlands,172146,12925 El Camino Real, Suite J11,San Diego,CA,92130,United States,8583503150,32.9520452,-117.2325436,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-6:00 PM, sunday 10:00 AM-6:00 PM",,,
La Encantada,172028,2905 East Skyline Drive, Suite 283,Tucson,AZ,85718,United States,5205299700,32.3247418,-110.9301132,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Kierland Commons,172090,15215 N. Kierland Boulevard, Suite 155,Scottsdale,AZ,85254,United States,4809227000,33.6250337,-111.928576,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:00 PM, saturday 10:00 AM-9:00 PM, sunday 12:00 PM-6:00 PM",,,
Scottsdale,172126,2021 E Camelback Road, Suite D12,Pheonix,AZ,85016,United States,,33.5063003,-112.0376638,,,,
Westport,172033,62 Main Street,,Westport,CT,06880,United States,2032276900,41.1423501,-73.36147249999999,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Westport 2,172034,57 Main Street,,Westport,CT,06880,United States,2032229222,41.14215,-73.36188109999999,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
New Canaan,172046,120 Main Street,,New Canaan,CT,06840,United States,2039727100,41.1471719,-73.49194840000001,"monday 10:00 AM-6:00 PM, tuesday 10:00 AM-6:00 PM, wednesday 10:00 AM-6:00 PM, thursday 10:00 AM-6:00 PM, friday 10:00 AM-6:00 PM, saturday 10:00 AM-6:00 PM, sunday 11:00 AM-6:00 PM",,,
Darien,172073,1015 Boston Post Road,,Darien,CT,06820,United States,2036569660,41.0756144,-73.47180399999999,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
West Hartford,172103,987 Farmington Avenue,,West Hartford,CT,06107,United States,8602319099,41.7609878,-72.74446309999999,"monday 10:00 AM-6:00 PM, tuesday 10:00 AM-6:00 PM, wednesday 10:00 AM-6:00 PM, thursday 10:00 AM-6:00 PM, friday 10:00 AM-6:00 PM, saturday 10:00 AM-6:00 PM, sunday 11:00 AM-6:00 PM",,,
